Date,AAPL,BA,T,MGM,AMZN,IBM,TSLA,GOOG,sp500
2012-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012-01-13,-0.37494578359584807,-1.205143657657437,-0.16600597058412658,1.8136850783182057,1.4153385432124743,-0.7698692754937397,-19.32743008849558,-0.7385163436963493,-0.4947922809726002
2012-01-17,1.1648119220864839,0.85790887018522,0.5986032590621804,-0.8097165991902799,1.8159433002571834,0.4688524119479398,16.717853588510167,0.574410150188065,0.35529545034096444
2012-01-18,1.038381673851796,-0.2392344561200077,0.26446280991734294,3.918367346938778,4.282724776335467,0.5944483333333306,0.7894699248120363,0.6888560445853509,1.110792900140778
2012-01-19,-0.3169371415968514,0.6661337774083176,0.29673590504453173,0.54988216810683,2.6446341570456777,-0.30375157604097813,-0.18649385253614037,1.0522826252151285,0.4938656927458096
2012-01-20,-1.7416703641340292,-0.052939387319717035,0.2958579881656709,-1.2499999999999956,-1.810236078327121,4.431641825135357,-0.5979073243647215,-8.377507362884028,0.06694598706733501
2012-01-23,1.6916466567930444,-0.013234905186776391,-0.3605375286791279,3.9556962025316444,-2.5349589783937088,0.7744493788574225,0.6390977443609058,-0.08020907672570132,0.04713428801133013
2012-01-24,-1.637771706121327,-0.19865050460468048,-1.0197368421052566,0.15220700152207556,0.48901285375919645,1.0264222765853814,2.428091146806133,-0.7839107528294531,-0.10258176291793042
2012-01-25,6.243904804195233,0.6104020619638773,0.39880026586907036,-0.37993920972645423,0.4278090909090926,-0.10420309867880118,2.005831509846834,-1.9692557484407347,0.867914257916591
2012-01-26,-0.4544859655296052,-0.6726483777367398,-2.515716733390161,-0.4576659038901476,2.9392992075724322,-0.39117509813122453,3.468008704612391,-0.24408130489858015,-0.5753890970635167
2012-01-27,0.5960052312260711,-1.0091555174387201,-0.9847232263251904,1.0727969348658828,1.0604117141377767,-0.2722740658136824,1.3476122547473324,2.091180214567001,-0.15928778274041377
2012-01-30,1.2810744718105171,-0.5231374705645608,0.6172839506172867,-0.30326004548899554,-1.648155337261481,1.0710873280604272,0.8182748039549992,-0.39483833530102874,-0.25221229562294445
2012-01-31,0.7659839772454546,0.02696332109153321,0.23858214042262738,-0.760456273764254,1.1917814579791353,0.051951168831165795,-1.6909029421711241,0.4189075063207204,-0.04569470113940932
2012-02-01,-0.06352874418051879,1.6042100296575823,0.6460387623257402,4.980842911877392,-7.704173444721496,0.010378504349572992,1.754385964912264,0.12410966115410371,0.8899605837667579
2012-02-02,-0.23454811215428695,-0.19902082264744436,0.6418952702702763,1.4598540145985384,1.2593301637394694,-0.5658789473024228,2.2650439486139318,0.7368801295252636,0.10951468836974954
2012-02-03,1.0019326748946789,1.4889590336485181,0.5370929661935975,3.3812949640287693,3.279766655955507,1.1016550989487506,2.975206611570247,1.917588211100485,1.4605356632309219
2012-02-06,0.9332531387046705,-1.1527338827735933,0.0667712832463696,-2.435629784272786,-2.4190079759860206,-0.4234620967954017,2.08667415730337,2.1397530041711077,-0.042387388640574564
2012-02-07,1.0474895492968095,-0.34455606075478595,0.23357358136715245,-0.42796005706132734,0.5733335184740396,0.2748672237108618,-0.6289276927335719,-0.38089667091395496,0.20233819739414738
2012-02-08,1.6743815026927011,0.34574735421863956,-0.06658122281687495,2.2206303724928267,0.7003604897078075,-0.2068833657031366,1.04430379746836,0.5076130577432725,0.21602107524960612
2012-02-09,3.459341797662696,0.5830943623521767,-0.09993337774817368,1.4015416958654603,-0.26957084903107553,0.09329256429064792,2.0357093642342727,0.263992115037337,0.14741103865969496
2012-02-10,0.050690633444583355,-1.2516534584544603,-0.5001667222407469,1.1057360055286791,0.3027338156067483,-0.36763163755938466,-4.542670071045418,-0.9076572660938531,-0.6886302257797183
2012-02-13,1.8604888443546574,-0.13342095263859655,0.6702446380697058,-0.34176349965824304,3.2607541383274707,0.10393774143995227,1.2540192926044913,1.0381027069776172,0.6800039398497937
2012-02-14,1.3648968789040206,0.9485638196008894,0.09986351198856269,-0.5486968449931462,-0.15136124330834555,-0.2076596461338287,5.335020641473487,-0.39855594038947784,-0.09395237216460739
